timestamp	open	high	low	close	volume
9/19/2018	1168.96	1176.27	1158.62	1174.27	1296640
9/18/2018	1162.66	1181.33	1161.42	1167.11	1615701
9/17/2018	1177.77	1181.82	1158.45	1159.83	1704790
9/14/2018	1188	1188	1173.52	1177.98	1208767
9/13/2018	1179.7	1187.86	1169.22	1182.14	2003418
9/12/2018	1182	1190.69	1166.16	1171.6	1785833
9/11/2018	1171.1	1190.94	1165.95	1189.99	1462688
9/10/2018	1184.2	1186.66	1170.61	1175.06	1383938
9/7/2018	1172	1188.55	1169.27	1177.59	1633190
9/6/2018	1198.57	1198.99	1163.61	1183.99	2342722
9/5/2018	1209.22	1214.87	1175.34	1199.1	2699394
9/4/2018	1222.52	1227.87	1206.56	1211.31	2072869
8/31/2018	1252.21	1252.55	1225.75	1231.8	2115424
8/30/2018	1263.4	1269.49	1247.21	1254.44	1505219
8/29/2018	1255	1267.17	1252.8	1264.65	1846615
8/28/2018	1255.9	1256.56	1242.97	1245.86	1366516
8/27/2018	1244.14	1257.87	1240.68	1256.27	1428992
8/24/2018	1226	1237.4	1221.42	1236.75	1222653
8/23/2018	1219.88	1235.17	1219.35	1221.16	1233347
8/22/2018	1214.22	1226.53	1213.22	1221.75	1114832
8/21/2018	1223.02	1232.76	1215.03	1217.41	1154093
8/20/2018	1220.66	1225.91	1208.7	1221.95	1111173
8/17/2018	1222.04	1226.95	1204	1215.85	1654629
8/16/2018	1241.99	1243.7	1219.63	1224.06	1608799
8/15/2018	1244.28	1251.98	1226.24	1232.22	1852558
8/14/2018	1252.5	1260.59	1239.54	1258.14	1403991
8/13/2018	1251.2	1265.97	1247.03	1248.64	1380882
8/10/2018	1259.18	1261.2	1247.16	1252.51	1334387
8/9/2018	1262.73	1271.96	1260.1	1264.46	1366318
8/8/2018	1256.72	1271.72	1252.12	1261.33	1718664
8/7/2018	1252.01	1266.08	1251.8	1255.84	2125256
8/6/2018	1241.61	1242.46	1230.53	1237.67	1105916
8/3/2018	1245.18	1246.52	1229.42	1238.16	1063244
8/2/2018	1218.5	1244.41	1218.06	1241.13	1735180
8/1/2018	1239.11	1245.9	1224.94	1232.99	1849740
7/31/2018	1231.71	1241.21	1216.19	1227.22	1969111
7/30/2018	1245.05	1252.89	1224.17	1230.04	2194837
7/27/2018	1289.12	1291.44	1244.49	1252.89	2418090
7/26/2018	1267.18	1287.4	1263	1285.5	2734302
7/25/2018	1252.62	1278.24	1249.05	1275.94	2575437
7/24/2018	1271	1275	1244.14	1258.15	5380032
7/23/2018	1195.66	1215.1	1192.01	1211	3272304
7/20/2018	1199.24	1210.77	1196.59	1197.88	1898376
7/19/2018	1206.65	1216.48	1197.73	1199.1	1916892
7/18/2018	1208.53	1221.59	1204.56	1212.91	1947397
7/17/2018	1182.74	1218.76	1182	1213.08	2008133
7/16/2018	1203.81	1208.71	1193.4	1196.51	1339237
7/13/2018	1202.8	1210.44	1195.29	1204.42	1631857
7/12/2018	1174.86	1201.99	1173.1	1201.26	2207431
7/11/2018	1155.62	1180.44	1155.37	1171.46	1662633
7/10/2018	1169.99	1173.5	1162.56	1167.14	1066704
7/9/2018	1160	1167.93	1157.23	1167.28	1079201
7/6/2018	1141.77	1156.2	1137.24	1155.08	1090967
7/5/2018	1124.6	1144.14	1123.12	1141.29	1429710
7/3/2018	1149.42	1149.91	1114.43	1116.28	822394
7/2/2018	1115.35	1142.99	1106.6	1142.11	1161040
6/29/2018	1132.31	1141.36	1127.02	1129.19	1578116
6/28/2018	1112.39	1134	1106.07	1126.78	1486675
6/27/2018	1136	1146.21	1116.7	1116.94	1726866
6/26/2018	1144.14	1146.87	1129	1132.62	1734414
6/25/2018	1155	1155.99	1119.9	1139.28	2884131
6/22/2018	1171.49	1175	1159.65	1169.29	1711003
6/21/2018	1185.51	1190.33	1163.48	1169.44	2248277
6/20/2018	1183.3	1201.49	1182.03	1184.07	2584260
6/19/2018	1170.11	1182.81	1161.61	1178.69	2364127
6/18/2018	1152.69	1184.13	1151	1183.58	1651913
6/15/2018	1159.92	1163.91	1153.69	1159.27	2221891
6/14/2018	1152.21	1165.99	1150.6	1160.11	1771120
6/13/2018	1152.28	1155.64	1143.38	1144.23	1715074
6/12/2018	1141.02	1148.75	1141.02	1148.19	1304612
6/11/2018	1132.94	1147.74	1131.4	1140.9	1239770
6/8/2018	1131.21	1138.78	1123.23	1132.71	1364226
6/7/2018	1144.58	1145.87	1126.12	1134.42	1805388
6/6/2018	1152.77	1154.71	1136.32	1146.95	1746719
6/5/2018	1154.66	1161.1	1147.46	1151.02	1648222
6/4/2018	1138.5	1157.86	1137	1153.04	2237701
6/1/2018	1112.87	1138.16	1112.01	1135	3160100
5/31/2018	1082	1110	1078	1100	3968362
5/30/2018	1073.48	1078.99	1066.55	1077.47	1434282
5/29/2018	1076	1081.34	1063.08	1068.07	1803805
5/25/2018	1086.55	1089.57	1082.6	1084.08	1111161
5/24/2018	1086.9	1087.12	1072.3	1085.45	1030194
5/23/2018	1070	1088	1066.96	1085.96	1186998
5/22/2018	1089.8	1091.8	1072.26	1075.31	1111299
5/21/2018	1079	1093.3	1078	1084.01	1258999
5/18/2018	1066	1073.73	1064.68	1069.64	1774149
5/17/2018	1081.46	1091	1076.42	1081.26	1286907
5/16/2018	1085.09	1094.38	1081.63	1084.09	1281406
5/15/2018	1096.9	1099.12	1078.78	1084.87	1786926
5/14/2018	1105.57	1118.15	1104.8	1106.6	1966893
5/11/2018	1100.41	1109.01	1097.22	1103.38	1525218
5/10/2018	1095	1109.41	1093.88	1105.47	1820676
5/9/2018	1064.1	1094	1062.11	1088.95	2357979
5/8/2018	1064.62	1065.23	1051.64	1058.59	1301524
5/7/2018	1053.89	1065	1050.27	1059.46	1719971
5/4/2018	1019.61	1051.88	1018.05	1051	1844600
5/3/2018	1025.37	1030.69	1007.89	1026.3	1964066
5/2/2018	1034	1043.98	1023.16	1026.05	1734872
5/1/2018	1016.3	1041.73	1010.61	1040.75	1766256
4/30/2018	1034.42	1038.37	1018.3	1018.58	1724632
4/27/2018	1045.54	1051.69	1027.59	1031.45	2037263
4/26/2018	1033.22	1052.02	1020.45	1043.31	2546332
4/25/2018	1029.75	1036.07	1017.01	1022.99	2893047
4/24/2018	1059.2	1064.49	1012.86	1022.64	6411038
4/23/2018	1082.98	1088	1066.68	1073.81	3479496
4/20/2018	1084.27	1094.75	1072.1	1077.32	2121692
4/19/2018	1069.02	1097.51	1069.02	1089.45	1994247
4/18/2018	1079.01	1082	1070.52	1075.39	1556298
4/17/2018	1061.2	1085	1057.09	1079.36	2729197
4/16/2018	1045.55	1051.43	1033.92	1046.1	1488822
4/13/2018	1046.89	1052.98	1030.15	1036.04	1270461
4/12/2018	1031.47	1044.65	1026.05	1037.29	1644794
4/11/2018	1032	1035.87	1019.2	1025.06	1703015
4/10/2018	1030.26	1041.21	1015.41	1036.5	1836678
4/9/2018	1020.04	1044.59	1019.2	1020.09	1661012
4/6/2018	1023.1	1036	1006.25	1009.95	2006683
4/5/2018	1046.39	1046.71	1024	1032.64	1791761
4/4/2018	998.23	1032.74	996.51	1029.71	2536198
4/3/2018	1016.15	1025	997.245	1018.68	2566146
4/2/2018	1027.62	1039.53	994.25	1012.63	3253387
3/29/2018	1011.21	1048.05	1004.04	1037.14	3466876
3/28/2018	1001.91	1024.99	984	1005.18	3884943
3/27/2018	1063.9	1064.54	997.62	1006.94	2940957
3/26/2018	1050.6	1059.27	1010.58	1054.09	3272409
3/23/2018	1051.37	1066.78	1024.87	1026.55	2413517
3/22/2018	1080.01	1083.92	1049.64	1053.15	3418154
3/21/2018	1092.57	1108.7	1087.21	1094	1990515
3/20/2018	1098.4	1105.55	1082.42	1095.8	2709310
3/19/2018	1117.76	1119.37	1088.92	1100.07	3076349
3/16/2018	1155.35	1156.81	1131.36	1134.42	2654602
3/15/2018	1149.57	1162.5	1135.66	1150.61	1623868
3/14/2018	1145.8	1159.76	1142.35	1148.89	2033697
3/13/2018	1171.83	1178	1134.57	1139.91	2129435
3/12/2018	1165.05	1178.16	1159.2	1165.93	2129297
3/9/2018	1139.5	1161	1134.29	1160.84	2070174
3/8/2018	1117.2	1131.44	1117.2	1129.38	1510478
3/7/2018	1092.82	1116.2	1089.91	1115.04	1537429
3/6/2018	1102.1	1105.63	1094.5	1100.9	1169068
3/5/2018	1078.13	1101.18	1072.27	1094.76	1432369
3/2/2018	1057.98	1086.89	1050.11	1084.14	2508145
3/1/2018	1109.54	1111.27	1067.29	1071.41	2766856
