timestamp,open,high,low,close,volume
2018-10-03 15:55:00,1202.2100,1203.2900,1201.2000,1202.8000,105931
2018-10-03 15:50:00,1200.2400,1202.9000,1200.2400,1202.1949,50449
2018-10-03 15:45:00,1201.0000,1201.3900,1199.9900,1200.0200,22876
2018-10-03 15:40:00,1200.6477,1201.4250,1200.3950,1200.3950,20016
2018-10-03 15:35:00,1200.7700,1201.0250,1200.2900,1200.5900,13946
2018-10-03 15:30:00,1200.7350,1201.6500,1200.7350,1201.1250,6993
2018-10-03 15:25:00,1200.0020,1200.7000,1199.7700,1200.7000,19755
2018-10-03 15:20:00,1200.6200,1201.4850,1200.1100,1200.7000,18537
2018-10-03 15:15:00,1200.8850,1201.3400,1200.2600,1200.5500,16985
2018-10-03 15:10:00,1200.8500,1201.2200,1200.2300,1200.9100,11962
2018-10-03 15:05:00,1199.8400,1200.7500,1199.8356,1200.7500,9860
2018-10-03 15:00:00,1199.7000,1200.0000,1199.1400,1199.6700,11553
2018-10-03 14:55:00,1197.9351,1199.2900,1197.9351,1199.2900,9020
2018-10-03 14:50:00,1198.2500,1198.2500,1197.4399,1197.8300,7663
2018-10-03 14:45:00,1199.4200,1199.4200,1197.6400,1198.1801,9570
2018-10-03 14:40:00,1199.2000,1199.2000,1198.3350,1199.1801,11287
2018-10-03 14:35:00,1196.9700,1199.5900,1196.8275,1199.2200,23616
2018-10-03 14:30:00,1199.0699,1199.0699,1197.7650,1197.7650,5091
2018-10-03 14:25:00,1199.5900,1199.9500,1199.2950,1199.4150,6660
2018-10-03 14:20:00,1199.4800,1200.0000,1199.4800,1200.0000,7559
2018-10-03 14:15:00,1200.6180,1200.6180,1199.3300,1199.3300,3637
2018-10-03 14:10:00,1200.7399,1200.7399,1199.9701,1200.4871,4423
2018-10-03 14:05:00,1201.0800,1201.0800,1200.1100,1200.1100,3953
2018-10-03 14:00:00,1200.3600,1201.4399,1200.3600,1201.0175,6070
2018-10-03 13:55:00,1200.1000,1201.0100,1200.1000,1201.0100,3593
2018-10-03 13:50:00,1200.6340,1201.3700,1200.0000,1200.1899,10067
2018-10-03 13:45:00,1200.6644,1201.0669,1200.6404,1200.6404,4609
2018-10-03 13:40:00,1201.4399,1201.4399,1200.5601,1200.5601,6117
2018-10-03 13:35:00,1201.8400,1202.2000,1201.6801,1201.6801,4694
2018-10-03 13:30:00,1202.5300,1202.7800,1202.1899,1202.2000,4703
2018-10-03 13:25:00,1201.7200,1202.7300,1201.5900,1202.7300,5640
2018-10-03 13:20:00,1202.1000,1202.2400,1201.8900,1201.9301,4573
2018-10-03 13:15:00,1203.5500,1203.6500,1202.9351,1203.3000,6931
2018-10-03 13:10:00,1202.6801,1203.2700,1202.6801,1203.2700,2862
2018-10-03 13:05:00,1202.0200,1203.0000,1202.0200,1202.8000,6230
2018-10-03 13:00:00,1201.0601,1201.9750,1200.8900,1201.9750,9300
2018-10-03 12:55:00,1201.0800,1201.6300,1201.0800,1201.2700,3934
2018-10-03 12:50:00,1201.3300,1201.3300,1200.5200,1200.5200,3991
2018-10-03 12:45:00,1201.0950,1201.4800,1200.9600,1201.4800,4065
2018-10-03 12:40:00,1201.0800,1201.0800,1199.6500,1200.6200,13287
2018-10-03 12:35:00,1203.1700,1203.1700,1200.6300,1200.6300,12037
2018-10-03 12:30:00,1203.0699,1203.2350,1203.0000,1203.0699,5391
2018-10-03 12:25:00,1202.8500,1203.2275,1202.7400,1203.1624,9455
2018-10-03 12:20:00,1201.9100,1202.8800,1201.9100,1202.8800,9836
2018-10-03 12:15:00,1201.5950,1201.6500,1201.3000,1201.6500,4893
2018-10-03 12:10:00,1201.7100,1201.9976,1201.6350,1201.8250,6291
2018-10-03 12:05:00,1202.0970,1202.3824,1201.8101,1201.8101,10414
2018-10-03 12:00:00,1203.2700,1203.2814,1201.4385,1202.0000,10708
2018-10-03 11:55:00,1201.0699,1203.2000,1200.7400,1203.1000,13816
2018-10-03 11:50:00,1199.7600,1200.8900,1199.5200,1200.7100,12756
2018-10-03 11:45:00,1197.4100,1199.7400,1197.2200,1199.5100,16823
2018-10-03 11:40:00,1196.3000,1197.5304,1196.3000,1197.5304,7166
2018-10-03 11:35:00,1197.7500,1197.7500,1195.8800,1195.8800,9363
2018-10-03 11:30:00,1198.4900,1199.4700,1198.3400,1198.3400,8029
2018-10-03 11:25:00,1196.9500,1198.2700,1196.9500,1198.2700,3730
2018-10-03 11:20:00,1197.7600,1197.8400,1197.1700,1197.1700,11233
2018-10-03 11:15:00,1196.3514,1198.5699,1196.3514,1198.0601,12014
2018-10-03 11:10:00,1196.1300,1197.5656,1196.1300,1196.7500,9326
2018-10-03 11:05:00,1196.6801,1196.6801,1195.8900,1196.5900,8069
2018-10-03 11:00:00,1196.8800,1197.1600,1195.5135,1196.9900,9727
2018-10-03 10:55:00,1196.0699,1197.2800,1195.3500,1197.0100,13097
2018-10-03 10:50:00,1198.8101,1198.8101,1197.5500,1197.5500,12899
2018-10-03 10:45:00,1199.7477,1199.7477,1197.2800,1198.7800,15206
2018-10-03 10:40:00,1199.3600,1200.3199,1199.3600,1199.7000,6549
2018-10-03 10:35:00,1200.5500,1200.6600,1198.7600,1199.1300,13040
2018-10-03 10:30:00,1199.6000,1200.4435,1199.6000,1200.4435,8802
2018-10-03 10:25:00,1198.6200,1199.1500,1198.3800,1199.1500,10852
2018-10-03 10:20:00,1199.6403,1200.6000,1199.5300,1199.6400,9340
2018-10-03 10:15:00,1199.6300,1200.3800,1198.7100,1198.7100,13443
2018-10-03 10:10:00,1198.4290,1199.5900,1197.6000,1199.5900,5758
2018-10-03 10:05:00,1199.7000,1200.9750,1198.9000,1198.9000,11786
2018-10-03 10:00:00,1195.2965,1199.6639,1195.0800,1198.7400,32137
2018-10-03 09:55:00,1197.6700,1197.6700,1194.1899,1194.7600,24190
2018-10-03 09:50:00,1199.3600,1200.1600,1198.6200,1199.6200,23030
2018-10-03 09:45:00,1200.0601,1200.2000,1198.4301,1198.4301,15053
2018-10-03 09:40:00,1201.6400,1201.6400,1197.1700,1199.8000,25674
2018-10-03 09:35:00,1202.6300,1202.6300,1199.2100,1200.3300,22302
2018-10-03 09:30:00,1205.9100,1206.4100,1197.6949,1201.5372,55174
2018-10-02 15:55:00,1199.5000,1200.0601,1198.1201,1200.0601,91980
2018-10-02 15:50:00,1198.5000,1199.6801,1198.2500,1199.6801,58488
2018-10-02 15:45:00,1197.9850,1199.1899,1197.9175,1198.4100,48491
2018-10-02 15:40:00,1198.2800,1198.7700,1197.4900,1197.6500,20127
2018-10-02 15:35:00,1200.0200,1200.1700,1198.0000,1198.0000,38200
2018-10-02 15:30:00,1199.8199,1200.7604,1199.8199,1200.3600,27837
2018-10-02 15:25:00,1198.8350,1200.5601,1198.8350,1199.6801,41307
2018-10-02 15:20:00,1198.3000,1198.9600,1197.9700,1198.7900,41946
2018-10-02 15:15:00,1198.7900,1199.0400,1197.8798,1198.1600,16844
2018-10-02 15:10:00,1199.2200,1199.6700,1198.4399,1198.8600,14610
2018-10-02 15:05:00,1200.6500,1200.6500,1198.3800,1198.7300,35921
2018-10-02 15:00:00,1201.1000,1201.2800,1200.4900,1200.5400,25329
2018-10-02 14:55:00,1201.2250,1201.3500,1200.8800,1201.2900,20286
2018-10-02 14:50:00,1201.3300,1201.4301,1201.1500,1201.1500,13637
2018-10-02 14:45:00,1199.5699,1201.3500,1199.4500,1201.3500,19922
2018-10-02 14:40:00,1200.9500,1201.2500,1200.0000,1200.3600,10642
2018-10-02 14:35:00,1201.4618,1201.8800,1200.0000,1200.7550,20230
2018-10-02 14:30:00,1202.3600,1202.3600,1201.0000,1201.6899,9133
2018-10-02 14:25:00,1201.9700,1202.5830,1201.9700,1202.1200,8431
2018-10-02 14:20:00,1201.8600,1203.1400,1201.6600,1201.6600,7909
2018-10-02 14:15:00,1201.2150,1202.0900,1201.1300,1201.7450,9204
2018-10-02 14:10:00,1201.3700,1201.3900,1200.9500,1201.2150,9923
2018-10-02 14:05:00,1200.9900,1201.0000,1200.2900,1201.0000,10850
2018-10-02 14:00:00,1201.4100,1201.6200,1200.8300,1200.8900,10634
2018-10-02 13:55:00,1202.2150,1202.2150,1201.5699,1201.6600,6999
2018-10-02 13:50:00,1201.9900,1202.5699,1201.6000,1201.6000,16018
2018-10-02 13:45:00,1202.6350,1202.6350,1201.6222,1201.9950,12590
2018-10-02 13:40:00,1202.0873,1203.1000,1202.0873,1202.6000,17684
2018-10-02 13:35:00,1201.8850,1201.8850,1201.1083,1201.4919,12291
2018-10-02 13:30:00,1201.8000,1201.8000,1201.3101,1201.3950,6625
2018-10-02 13:25:00,1203.1801,1203.1801,1201.4850,1201.4850,6372
2018-10-02 13:20:00,1202.7500,1203.7300,1202.7500,1203.1600,12458
2018-10-02 13:15:00,1202.9100,1203.0649,1202.5000,1202.9301,7492
2018-10-02 13:10:00,1203.0500,1203.7025,1202.5551,1202.5551,8378
2018-10-02 13:05:00,1203.5657,1203.5657,1202.5350,1202.9301,11722
2018-10-02 13:00:00,1202.4399,1203.5400,1202.4399,1203.5017,12099
2018-10-02 12:55:00,1202.1899,1202.4850,1201.7814,1201.8888,8506
2018-10-02 12:50:00,1202.9800,1202.9800,1200.9900,1201.7700,26161
2018-10-02 12:45:00,1205.7500,1205.7500,1202.5699,1202.5699,11574
2018-10-02 12:40:00,1206.6650,1206.6650,1205.7300,1205.7300,7305
2018-10-02 12:35:00,1204.9399,1205.6700,1204.8500,1205.6400,7987
2018-10-02 12:30:00,1203.9950,1205.2500,1203.9080,1205.1200,15700
2018-10-02 12:25:00,1205.7100,1206.3000,1204.0200,1204.0200,21242
2018-10-02 12:20:00,1207.1200,1207.1200,1205.8101,1205.9000,15509
2018-10-02 12:15:00,1206.4700,1206.6000,1205.7650,1206.4900,9906
2018-10-02 12:10:00,1207.6741,1207.6741,1206.6100,1206.6100,16825
2018-10-02 12:05:00,1207.6200,1207.7900,1207.2500,1207.5400,5359
2018-10-02 12:00:00,1208.8350,1208.8600,1208.2800,1208.2800,6947
2018-10-02 11:55:00,1207.9100,1208.0000,1207.3101,1208.0000,6420
2018-10-02 11:50:00,1207.7700,1207.7700,1206.9900,1207.5800,16709
2018-10-02 11:45:00,1207.6400,1208.4000,1207.5100,1208.0601,8890
2018-10-02 11:40:00,1207.3000,1208.1711,1207.3000,1207.8500,7976
2018-10-02 11:35:00,1207.6100,1208.3600,1207.0400,1207.1801,12654
2018-10-02 11:30:00,1206.8600,1208.3500,1206.8000,1208.0300,11806
2018-10-02 11:25:00,1207.1023,1207.1023,1206.4399,1206.7000,15132
2018-10-02 11:20:00,1208.3400,1208.4500,1206.7800,1207.1343,21521
2018-10-02 11:15:00,1208.6350,1209.8500,1208.6350,1209.2650,26231
2018-10-02 11:10:00,1205.9900,1208.8101,1205.9900,1208.8101,24042
2018-10-02 11:05:00,1204.9200,1206.0500,1204.9200,1206.0500,9660
2018-10-02 11:00:00,1204.1400,1205.2430,1204.1400,1205.2430,9651
2018-10-02 10:55:00,1206.0699,1206.2350,1204.3900,1204.3900,24103
2018-10-02 10:50:00,1204.3199,1205.8800,1204.3199,1205.7300,25017
2018-10-02 10:45:00,1200.7400,1203.9100,1200.7400,1203.9100,13702
2018-10-02 10:40:00,1202.4700,1202.4800,1200.8800,1201.1899,11637
2018-10-02 10:35:00,1203.4000,1204.1801,1202.4500,1202.9200,23294
2018-10-02 10:30:00,1201.6200,1204.2004,1201.6200,1203.9700,51332
2018-10-02 10:25:00,1200.4100,1201.0601,1199.3101,1201.0601,21116
2018-10-02 10:20:00,1198.6801,1200.5000,1198.3800,1200.2100,13777
2018-10-02 10:15:00,1197.8000,1198.2900,1197.2800,1197.7600,10314
2018-10-02 10:10:00,1196.8700,1198.6200,1196.8700,1196.9978,13833
2018-10-02 10:05:00,1198.9100,1198.9100,1196.8500,1196.8500,11635
2018-10-02 10:00:00,1197.9900,1200.7500,1197.9900,1200.7500,28955
2018-10-02 09:55:00,1196.0000,1198.8550,1196.0000,1198.8550,16902
2018-10-02 09:50:00,1196.1801,1196.1801,1194.6500,1194.6500,13652
2018-10-02 09:45:00,1193.0000,1195.0000,1193.0000,1195.0000,24239
2018-10-02 09:40:00,1190.1000,1191.2368,1186.6899,1191.2300,19744
2018-10-02 09:35:00,1192.8400,1193.2500,1190.1700,1190.1700,29340
2018-10-02 09:30:00,1191.1600,1198.6300,1191.1600,1193.2300,53482
2018-10-01 15:55:00,1193.6500,1195.4200,1192.0000,1195.4200,146920
2018-10-01 15:50:00,1190.8300,1194.4700,1190.8300,1193.4301,50195
2018-10-01 15:45:00,1191.3199,1191.8199,1190.9600,1191.0699,18692
2018-10-01 15:40:00,1191.5699,1191.5900,1190.3000,1190.4200,19435
2018-10-01 15:35:00,1190.8101,1191.5500,1190.8101,1191.2000,12366
2018-10-01 15:30:00,1191.2500,1191.5699,1190.7300,1190.7600,14914
2018-10-01 15:25:00,1194.3199,1194.3600,1191.7214,1191.8400,21106
2018-10-01 15:20:00,1195.2100,1195.2100,1194.0000,1194.4950,12633
2018-10-01 15:15:00,1194.5500,1195.2032,1194.5500,1194.8400,10885
2018-10-01 15:10:00,1195.4399,1195.4399,1194.3400,1194.6000,12334
2018-10-01 15:05:00,1195.0200,1195.7700,1195.0200,1195.5300,9564
2018-10-01 15:00:00,1195.1801,1195.9146,1194.8500,1194.8500,10587
2018-10-01 14:55:00,1195.7100,1195.7100,1194.8800,1195.2000,14529
2018-10-01 14:50:00,1196.0000,1196.1200,1195.3000,1195.5200,9673
2018-10-01 14:45:00,1195.5500,1196.2600,1195.5500,1196.0900,6311
2018-10-01 14:40:00,1195.8199,1196.0500,1194.9301,1195.2799,6495
2018-10-01 14:35:00,1195.7400,1195.9900,1194.8000,1195.9900,15480
2018-10-01 14:30:00,1197.2150,1197.2150,1195.7200,1196.1000,11402
2018-10-01 14:25:00,1197.1100,1197.3600,1197.0950,1197.3149,4193
2018-10-01 14:20:00,1196.7700,1197.4200,1196.7700,1197.3000,7449
2018-10-01 14:15:00,1197.1400,1197.1400,1196.4800,1196.4800,3750
2018-10-01 14:10:00,1197.6200,1197.6200,1196.7400,1196.8101,5099
2018-10-01 14:05:00,1197.0100,1197.4399,1196.6600,1197.1400,8339
2018-10-01 14:00:00,1198.0400,1198.1700,1196.2900,1196.8199,11940
2018-10-01 13:55:00,1197.8000,1198.2600,1197.8000,1198.0601,15143
2018-10-01 13:50:00,1197.6200,1198.2250,1197.2600,1197.5850,17127
2018-10-01 13:45:00,1198.3101,1198.3101,1197.2500,1197.2500,5679
2018-10-01 13:40:00,1196.9800,1198.5000,1196.9800,1198.5000,7535
2018-10-01 13:35:00,1196.5800,1196.9600,1195.9850,1196.6200,10529
